date,1. open,2. high,3. low,4. close,5. volume
2022-03-10,160.2,160.39,155.98,158.52,105342033.0
2022-03-09,161.475,163.41,159.41,162.95,91454905.0
2022-03-08,158.82,162.88,155.8,157.44,131148280.0
2022-03-07,163.36,165.02,159.04,159.3,96418845.0
2022-03-04,164.49,165.55,162.1,163.17,83819592.0
2022-03-03,168.47,168.91,165.55,166.23,76678441.0
2022-03-02,164.39,167.36,162.95,166.56,79724750.0
2022-03-01,164.695,166.6,161.97,163.2,83474425.0
2022-02-28,163.06,165.42,162.43,165.12,95056629.0
2022-02-25,163.84,165.12,160.8738,164.85,91974222.0
2022-02-24,152.58,162.85,152.0,162.74,141147540.0
2022-02-23,165.54,166.15,159.75,160.07,90009247.0
2022-02-22,164.98,166.69,162.15,164.32,90457637.0
2022-02-18,169.82,170.5413,166.19,167.3,82772674.0
2022-02-17,171.03,171.91,168.47,168.88,69589344.0
2022-02-16,171.85,173.34,170.05,172.55,61177398.0
2022-02-15,170.97,172.95,170.25,172.79,64286320.0
2022-02-14,167.37,169.58,166.56,168.88,86185530.0
2022-02-11,172.33,173.08,168.04,168.64,98670687.0
2022-02-10,174.14,175.48,171.55,172.12,90865899.0
2022-02-09,176.05,176.65,174.9,176.28,71285038.0
2022-02-08,171.73,175.35,171.43,174.83,74829217.0
2022-02-07,172.86,173.9458,170.95,171.66,77251204.0
2022-02-04,171.68,174.1,170.68,172.39,82465400.0
2022-02-03,174.48,176.2399,172.12,172.9,89418074.0
2022-02-02,174.745,175.88,173.33,175.84,84914256.0
2022-02-01,174.01,174.84,172.31,174.61,86213911.0
2022-01-31,170.16,175.0,169.51,174.78,115541590.0
2022-01-28,165.71,170.35,162.8,170.33,179935660.0
2022-01-27,162.45,163.84,158.28,159.22,121954638.0
2022-01-26,163.5,164.3894,157.82,159.69,108275308.0
2022-01-25,158.98,162.76,157.02,159.78,115798367.0
2022-01-24,160.02,162.3,154.7,161.62,162706686.0
2022-01-21,164.415,166.33,162.3,162.41,122848858.0
2022-01-20,166.98,169.68,164.18,164.51,91420515.0
2022-01-19,170.0,171.08,165.94,166.23,92914792.0
2022-01-18,171.51,172.54,169.405,169.8,90500236.0
2022-01-14,171.34,173.78,171.09,173.07,80440780.0
2022-01-13,175.78,176.62,171.79,172.19,84505760.0
2022-01-12,176.12,177.18,174.82,175.53,74805173.0
2022-01-11,172.32,175.18,170.82,175.08,75937685.0
2022-01-10,169.08,172.5,168.17,172.19,106765552.0
2022-01-07,172.89,174.14,171.03,172.17,86709147.0
2022-01-06,172.7,175.3,171.64,172.0,96903955.0
2022-01-05,179.61,180.17,174.64,174.92,94537602.0
2022-01-04,182.63,182.94,179.12,179.7,99310438.0
2022-01-03,177.83,182.88,177.71,182.01,104701220.0
2021-12-31,178.085,179.23,177.26,177.57,61661433.0
2021-12-30,179.47,180.57,178.09,178.2,59773014.0
2021-12-29,179.33,180.63,178.14,179.38,62348931.0
2021-12-28,180.16,181.33,178.53,179.29,79144339.0
2021-12-27,177.085,180.42,177.07,180.33,74919582.0
2021-12-23,175.85,176.8499,175.27,176.28,68356567.0
2021-12-22,173.04,175.86,172.15,175.64,92135303.0
2021-12-21,171.555,173.2,169.12,172.99,91185905.0
2021-12-20,168.28,170.58,167.46,169.75,107499114.0
2021-12-17,169.93,173.47,169.69,171.14,195923441.0
2021-12-16,179.28,181.14,170.75,172.26,150185843.0
2021-12-15,175.11,179.5,172.3108,179.3,131063257.0
2021-12-14,175.25,177.74,172.21,174.33,139380382.0
2021-12-13,181.115,182.13,175.53,175.74,153237019.0
2021-12-10,175.205,179.63,174.69,179.45,115402731.0
2021-12-09,174.91,176.75,173.92,174.56,108923739.0
2021-12-08,172.125,175.96,170.7,175.08,116998901.0
2021-12-07,169.08,171.58,168.34,171.18,120405352.0
2021-12-06,164.29,167.8799,164.28,165.32,107496982.0
2021-12-03,164.02,164.96,159.72,161.84,118023116.0
2021-12-02,158.735,164.2,157.8,163.76,136739174.0
2021-12-01,167.48,170.3,164.53,164.77,152423003.0
2021-11-30,159.985,165.52,159.92,165.3,174048056.0
2021-11-29,159.37,161.19,158.7901,160.24,88748217.0
2021-11-26,159.565,160.45,156.36,156.81,76959752.0
2021-11-24,160.75,162.14,159.64,161.94,69463623.0
2021-11-23,161.12,161.8,159.0601,161.41,96041899.0
2021-11-22,161.68,165.7,161.0,161.02,117467889.0
2021-11-19,157.65,161.02,156.5328,160.55,117305597.0
2021-11-18,153.71,158.67,153.05,157.87,137827673.0
2021-11-17,150.995,155.0,150.99,153.49,88807000.0
2021-11-16,149.94,151.488,149.34,151.0,59256210.0
2021-11-15,150.37,151.88,149.43,150.0,59222803.0
2021-11-12,148.43,150.4,147.48,149.99,63245197.0
2021-11-11,148.96,149.43,147.681,147.87,40999950.0
2021-11-10,150.02,150.13,147.85,147.92,65187092.0
2021-11-09,150.2,151.428,150.0601,150.81,56573449.0
2021-11-08,151.41,151.57,150.16,150.44,55020868.0
2021-11-05,151.89,152.2,150.06,151.28,65463883.0
2021-11-04,151.58,152.43,150.64,150.96,60394616.0
2021-11-03,150.39,151.97,149.82,151.49,54511534.0
2021-11-02,148.66,151.57,148.65,150.02,68922374.0
2021-11-01,148.985,149.7,147.8,148.96,73396551.0
2021-10-29,147.215,149.94,146.4128,149.8,124953168.0
2021-10-28,149.82,153.165,149.72,152.57,100077888.0
2021-10-27,149.36,149.73,148.49,148.85,56094929.0
2021-10-26,149.33,150.84,149.0101,149.32,60893395.0
2021-10-25,148.68,149.37,147.6211,148.64,50720556.0
2021-10-22,149.69,150.18,148.64,148.69,58883443.0
2021-10-21,148.81,149.64,147.87,149.48,61420990.0
2021-10-20,148.7,149.7539,148.12,149.26,58418788.0
2021-10-19,147.01,149.17,146.55,148.76,76378894.0
2021-10-18,143.445,146.84,143.16,146.55,85589175.0
2021-10-15,143.77,144.895,143.51,144.84,67940334.0
2021-10-14,142.11,143.88,141.51,143.76,69907100.0
2021-10-13,141.235,141.4,139.2,140.91,78762721.0
2021-10-12,143.23,143.25,141.0401,141.51,73035859.0
2021-10-11,142.27,144.81,141.81,142.81,64452219.0
2021-10-08,144.03,144.1781,142.56,142.9,58773155.0
2021-10-07,143.06,144.215,142.72,143.29,61732656.0
2021-10-06,139.47,142.15,138.37,142.0,83221119.0
2021-10-05,139.49,142.24,139.36,141.11,80861062.0
2021-10-04,141.76,142.21,138.27,139.14,98322008.0
2021-10-01,141.9,142.92,139.1101,142.65,94639581.0
2021-09-30,143.66,144.378,141.28,141.5,89056664.0
2021-09-29,142.47,144.45,142.03,142.83,74602044.0
2021-09-28,143.25,144.75,141.69,141.91,108972340.0
2021-09-27,145.47,145.96,143.82,145.37,74150729.0
2021-09-24,145.66,147.4701,145.56,146.92,53477869.0
2021-09-23,146.65,147.08,145.64,146.83,64838170.0
2021-09-22,144.45,146.43,143.7001,145.85,76404341.0
2021-09-21,143.93,144.6,142.78,143.43,75833962.0
2021-09-20,143.8,144.84,141.27,142.94,123478863.0
2021-09-17,148.82,148.82,145.76,146.06,129868824.0
2021-09-16,148.44,148.97,147.221,148.79,68034149.0
2021-09-15,148.56,149.44,146.37,149.03,83281315.0
2021-09-14,150.35,151.07,146.91,148.12,109296295.0
2021-09-13,150.63,151.42,148.75,149.55,102404329.0
2021-09-10,155.0,155.48,148.7,148.97,140893235.0
2021-09-09,155.49,156.11,153.95,154.07,57305730.0
2021-09-08,156.98,157.04,153.975,155.11,74420207.0
2021-09-07,154.97,157.26,154.39,156.69,82278261.0
2021-09-03,153.76,154.63,153.09,154.3,57866066.0
2021-09-02,153.87,154.72,152.4,153.65,71171317.0
2021-09-01,152.83,154.98,152.34,152.51,80313711.0
2021-08-31,152.66,152.8,151.29,151.83,86453117.0
2021-08-30,149.0,153.49,148.61,153.12,90956723.0
2021-08-27,147.48,148.75,146.83,148.6,55802388.0
2021-08-26,148.35,149.12,147.51,147.54,48597195.0
2021-08-25,149.81,150.32,147.8,148.36,58991297.0
2021-08-24,149.45,150.86,149.15,149.62,48606428.0
2021-08-23,148.31,150.19,147.89,149.71,60131810.0
2021-08-20,147.44,148.5,146.78,148.19,60549630.0
2021-08-19,145.03,148.0,144.5,146.7,86960310.0
2021-08-18,149.8,150.72,146.15,146.36,86325990.0
2021-08-17,150.23,151.68,149.09,150.19,92229735.0
2021-08-16,148.535,151.19,146.47,151.12,103558782.0
2021-08-13,148.97,149.4444,148.27,149.1,58846293.0
2021-08-12,146.19,149.05,145.84,148.89,73779113.0
2021-08-11,146.05,146.72,145.53,145.86,48493463.0
2021-08-10,146.44,147.71,145.3,145.6,69023081.0
2021-08-09,146.2,146.7,145.52,146.09,48908689.0
2021-08-06,146.35,147.11,145.63,146.14,54126813.0
2021-08-05,146.98,147.84,146.17,147.06,46397674.0
2021-08-04,147.27,147.79,146.28,146.95,56368271.0
2021-08-03,145.81,148.045,145.18,147.36,64786618.0
2021-08-02,146.36,146.95,145.25,145.52,62879961.0
2021-07-30,144.38,146.33,144.11,145.86,70440626.0
2021-07-29,144.685,146.55,144.58,145.64,54323047.0
2021-07-28,144.81,146.97,142.54,144.98,118931191.0
2021-07-27,149.12,149.21,145.55,146.77,104818578.0
2021-07-26,148.27,149.83,147.7,148.99,72434089.0
2021-07-23,147.55,148.7177,146.92,148.56,71447416.0
2021-07-22,145.935,148.195,145.81,146.8,77338156.0
2021-07-21,145.53,146.13,144.63,145.4,74993460.0
2021-07-20,143.46,147.0997,142.96,146.15,96350036.0
2021-07-19,143.75,144.07,141.67,142.45,121434571.0
2021-07-16,148.46,149.76,145.88,146.39,93251426.0
2021-07-15,149.24,150.0,147.09,148.48,106820297.0
2021-07-14,148.1,149.57,147.68,149.15,127050785.0
2021-07-13,144.03,147.46,143.63,145.64,100827099.0
2021-07-12,146.21,146.32,144.0,144.5,76299719.0
2021-07-09,142.75,145.65,142.6522,145.11,99890800.0
2021-07-08,141.58,144.06,140.665,143.24,105575458.0
2021-07-07,143.535,144.89,142.66,144.57,104911589.0
2021-07-06,140.07,143.15,140.07,142.02,108181793.0
2021-07-02,137.9,140.0,137.745,139.96,78945572.0
2021-07-01,136.6,137.33,135.76,137.27,52485781.0
2021-06-30,136.17,137.41,135.87,136.96,63261393.0
2021-06-29,134.8,136.49,134.35,136.33,64556081.0
2021-06-28,133.41,135.245,133.35,134.78,62111303.0
2021-06-25,133.46,133.89,132.81,133.11,70783746.0
2021-06-24,134.45,134.64,132.93,133.41,68710998.0
2021-06-23,133.77,134.32,133.23,133.7,60214200.0
2021-06-22,132.13,134.08,131.62,133.98,74783618.0
2021-06-21,130.3,132.41,129.21,132.3,79663316.0
2021-06-18,130.71,131.51,130.24,130.46,108953309.0
2021-06-17,129.8,132.55,129.65,131.79,96721669.0
2021-06-16,130.37,130.89,128.461,130.15,91339351.0
2021-06-15,129.94,130.6,129.39,129.64,62746332.0
2021-06-14,127.82,130.54,127.07,130.48,96906490.0
2021-06-11,126.53,127.44,126.1,127.35,53522373.0
2021-06-10,127.02,128.19,125.94,126.11,71186421.0
2021-06-09,127.21,127.75,126.52,127.13,56877937.0
2021-06-08,126.6,128.46,126.2101,126.74,74403774.0
2021-06-07,126.17,126.32,124.8321,125.9,71057550.0
2021-06-04,124.07,126.16,123.85,125.89,75169343.0
2021-06-03,124.68,124.85,123.13,123.54,76229170.0
2021-06-02,124.28,125.24,124.05,125.06,59278862.0
2021-06-01,125.08,125.35,123.94,124.28,67637118.0
2021-05-28,125.57,125.8,124.55,124.61,71311109.0
2021-05-27,126.44,127.64,125.08,125.28,94625601.0
2021-05-26,126.955,127.39,126.42,126.85,56575920.0
2021-05-25,127.82,128.32,126.32,126.9,72009482.0
2021-05-24,126.01,127.94,125.94,127.1,63092945.0
2021-05-21,127.82,128.0,125.21,125.43,79295436.0
2021-05-20,125.23,127.72,125.1,127.31,76857123.0
2021-05-19,123.16,124.915,122.86,124.69,92611989.0
2021-05-18,126.56,126.99,124.78,124.85,63342929.0
2021-05-17,126.82,126.93,125.17,126.27,74244624.0
2021-05-14,126.25,127.89,125.85,127.45,81917951.0
2021-05-13,124.58,126.15,124.26,124.97,105861339.0
2021-05-12,123.4,124.64,122.25,122.77,112172282.0
2021-05-11,123.5,126.27,122.77,125.91,126142826.0
2021-05-10,129.41,129.54,126.81,126.85,88071229.0
2021-05-07,130.85,131.2582,129.475,130.21,78973273.0
2021-05-06,127.89,129.75,127.13,129.74,78128334.0
2021-05-05,129.2,130.45,127.97,128.1,84000900.0
2021-05-04,131.19,131.4899,126.7,127.85,137564718.0
2021-05-03,132.04,134.07,131.83,132.54,75135100.0
2021-04-30,131.78,133.56,131.065,131.46,109839466.0
2021-04-29,136.47,137.07,132.45,133.48,151100953.0
2021-04-28,134.31,135.02,133.08,133.58,107760097.0
2021-04-27,135.01,135.41,134.11,134.39,66015804.0
2021-04-26,134.83,135.06,133.56,134.72,66905069.0
2021-04-23,132.16,135.12,132.16,134.32,78756779.0
2021-04-22,133.04,134.15,131.41,131.94,84566456.0
2021-04-21,132.36,133.75,131.3001,133.5,68847136.0
2021-04-20,135.02,135.53,131.81,133.11,94812349.0
2021-04-19,133.51,135.47,133.34,134.84,94264215.0
2021-04-16,134.3,134.67,133.28,134.16,84922386.0
2021-04-15,133.82,135.0,133.64,134.5,89347102.0
2021-04-14,134.94,135.0,131.655,132.03,87222782.0
2021-04-13,132.44,134.66,131.93,134.43,91266545.0
2021-04-12,132.52,132.85,130.63,131.24,91419983.0
2021-04-09,129.8,133.04,129.47,132.995,106686703.0
2021-04-08,128.95,130.39,128.52,130.36,88844591.0
2021-04-07,125.83,127.92,125.14,127.9,83466716.0
2021-04-06,126.5,127.13,125.65,126.21,80171253.0
2021-04-05,123.87,126.1601,123.07,125.9,88651175.0
2021-04-01,123.66,124.18,122.49,123.0,75089134.0
2021-03-31,121.65,123.52,121.15,122.15,118323826.0
2021-03-30,120.11,120.4031,118.86,119.9,85671919.0
2021-03-29,121.65,122.58,120.7299,121.39,80819203.0
